6.4036 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.4047 	INFO 	Loaded monitor calibration from ['2025_07_19 10:04']
6.7493 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000010E78BB2EF0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000010E78BB2F50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000010E78C64610>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.7494 	EXP 	window1: backgroundImage = ''
6.7494 	EXP 	window1: backgroundFit = 'none'
6.7566 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7574 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7581 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7592 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7604 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7610 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7618 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7627 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7631 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7635 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7656 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7663 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7669 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7676 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7683 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7688 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7692 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.7701 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
