6.8480 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.8488 	INFO 	Loaded monitor calibration from ['2025_07_19 10:04']
7.1030 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AEA58BD0F0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AEA58BD090>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001AEA689B3A0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.1031 	EXP 	window1: backgroundImage = ''
7.1031 	EXP 	window1: backgroundFit = 'none'
7.1104 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1112 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1120 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1130 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1139 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1145 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1152 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1163 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1167 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1170 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1178 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
