8.4256 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.4267 	INFO 	Loaded monitor calibration from ['2025_07_19 10:04']
8.7010 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000220EF61B250>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000220EF61BDF0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000220F0425D50>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.7011 	EXP 	window1: backgroundImage = ''
8.7011 	EXP 	window1: backgroundFit = 'none'
8.7091 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7106 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7114 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7122 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7131 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7138 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7147 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7157 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7166 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7172 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7192 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7202 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7216 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7223 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7230 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7237 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7241 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7256 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7269 	DEBUG 	Uploading Texture Font fontname to graphics card
8.7319 	DEBUG 	Upload of Texture Font fontname complete
