8.2570 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.2581 	INFO 	Loaded monitor calibration from ['2025_07_19 10:04']
8.5684 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E03FDDAB30>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E03FDD9B70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E040BFB2B0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.5685 	EXP 	window1: backgroundImage = ''
8.5685 	EXP 	window1: backgroundFit = 'none'
8.5780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5789 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5796 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5806 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5815 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5822 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5846 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5854 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5860 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5868 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5883 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5900 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5912 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5920 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5927 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5935 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5941 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5951 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5970 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5979 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5983 	DEBUG 	Uploading Texture Font fontname to graphics card
8.6031 	DEBUG 	Upload of Texture Font fontname complete
8.6115 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6125 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6134 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6138 	DEBUG 	Uploading Texture Font fontname to graphics card
8.6183 	DEBUG 	Upload of Texture Font fontname complete
8.6203 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.6203 	EXP 	window1: recordFrameIntervals = False
8.8083 	EXP 	window1: recordFrameIntervals = True
